EmployeeID	Survey	I would recommend my friends or Family to work at TheCompany	I feel engaged in my work.	I believe Leadership cares about the employees at TheCompany	My manager supports me in my role at TheCompany	"TheCompany cares about Diversity, Equity and Inclusion."	I believe there is room for me to grow at TheCompany	I work on interesting projects.	My manager motivates me to work hard.	I am motivated to work hard at TheCompany.	I believe I am recognized for the work I do.	I believe there are good career opportunities for me at TheCompany.	I believe TheCompany is in a great position in the market for the next few years to be succesful.	I plan on staying with TheCompany for at least 2 more years.	I believe I am fairly compensated for my work.	I believe there is little to not politics at TheCompany	I feel comfortable going to someone in leadership if there is an issue.	My values align with the culture at TheCompany	I know what TheCompany values are at TheCompany	I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty	What does TheCompany do well?	What can TheCompany improve?
102253	2023Q2	2	2	1	2	2	3	2	2	3	3	4	4	1	4	2	3	4	4	1		
102254	2023Q2	1	3	2	4	3	3	3	2	3	1	2	2	2	3	2	4	3	4	2		
102255	2023Q2	3	4	3	4	2	3	3	4	4	4	4	3	2	2	3	1	2	4	2		
102256	2023Q2	1	3	2	3	2	3	2	2	2	4	2	3	4	3	4	3	4	3	4		
102257	2023Q2	1	3	2	3	4	1	4	2	2	1	4	3	3	5	1	2	3	2	3		
102259	2023Q2	2	3	4	4	4	3	3	4	3	4	2	4	2	3	4	3	3	3	1		
102260	2023Q2	4	3	3	4	2	4	4	1	4	4	3	3	2	3	4	3	4	2	3		
102262	2023Q2	2	2	4	4	4	2	4	4	2	3	5	4	4	4	3	4	3	2	4		
102263	2023Q2	3	2	4	4	3	2	3	4	2	4	3	4	4	3	1	2	4	4	3		
102264	2023Q2	3	4	4	4	2	2	3	3	1	4	4	2	1	2	2	3	2	2	3		
102266	2023Q2	2	3	2	4	3	2	3	3	4	4	5	4	1	4	3	2	2	3	4		
102269	2023Q2	5	2	4	1	4	2	3	2	4	3	4	2	4	4	4	3	4	3	4		
102270	2023Q2	2	1	3	4	3	4	2	3	3	2	4	1	2	4	2	2	3	4	4		
102273	2023Q2	2	2	2	3	2	3	3	4	4	4	3	4	3	3	3	2	1	4	2		
102276	2023Q2	2	4	3	3	1	3	4	4	4	2	4	4	4	2	1	2	3	3	3		
102277	2023Q2	2	4	4	2	2	3	2	4	2	3	3	3	2	3	2	3	1	3	3		
102278	2023Q2	4	4	1	2	4	3	2	2	3	4	1	3	1	4	4	4	1	4	3		
102279	2023Q2	4	4	2	4	2	4	3	4	2	4	5	3	2	3	3	3	3	1	2		
102283	2023Q2	4	4	2	3	3	4	2	4	4	3	4	1	2	4	3	4	4	2	2		
102284	2023Q2	1	4	3	4	1	2	3	2	2	2	4	2	4	4	2	4	3	3	3		
102287	2023Q2	4	3	1	2	4	3	3	4	3	3	3	2	3	2	4	3	2	4	3		
102288	2023Q2	3	2	3	4	3	3	3	3	2	4	3	3	4	4	4	3	3	2	2		
102290	2023Q2	3	4	4	4	3	3	4	4	4	3	4	3	2	4	1	3	4	2	3		
102291	2023Q2	4	3	2	4	2	1	4	2	4	4	1	3	4	4	3	2	3	4	3		
102293	2023Q2	1	1	3	3	3	3	2	3	1	1	4	5	1	3	4	3	4	4	3		
102295	2023Q2	3	2	4	2	3	2	3	2	4	4	2	3	3	3	4	4	2	4	3		
102297	2023Q2	2	3	1	2	1	2	2	2	3	4	3	1	1	3	2	3	3	2	2		
102298	2023Q2	3	4	4	2	3	2	4	4	3	4	3	1	3	1	3	2	2	2	1		
102299	2023Q2	2	2	3	4	3	3	4	2	2	2	3	4	4	3	2	2	2	4	3		
102300	2023Q2	3	4	4	1	3	2	2	3	3	2	3	2	3	1	2	3	4	3	2		
102302	2023Q2	1	1	2	2	3	4	2	4	1	3	3	4	4	2	3	2	5	4	3		
102303	2023Q2	4	4	4	4	4	4	4	4	1	3	4	4	2	3	3	2	4	2	2		
102306	2023Q2	4	4	4	4	4	2	3	2	4	2	2	3	1	2	4	4	2	1	3		
102308	2023Q2	4	2	1	2	2	3	3	1	4	3	1	3	3	4	3	4	3	3	1		
102311	2023Q2	3	4	2	2	3	2	2	3	3	2	2	3	1	2	1	3	4	2	4		
102312	2023Q2	4	4	4	4	2	3	4	1	4	2	2	2	4	4	3	4	3	1	3		
102314	2023Q2	1	1	2	3	3	3	2	3	5	3	2	3	4	1	3	2	1	1	3		
102315	2023Q2	3	2	2	2	3	3	4	4	1	2	4	4	2	4	3	3	3	4	3		
102318	2023Q2	2	4	2	4	3	4	4	3	3	2	1	3	3	3	2	3	2	2	2		
102319	2023Q2	2	2	2	2	4	1	4	2	3	1	3	1	1	4	4	3	2	4	1		
102321	2023Q2	3	4	4	4	3	4	4	3	3	2	1	3	4	3	4	4	2	2	4		
102322	2023Q2	3	3	3	3	3	3	4	2	4	4	3	4	1	4	2	4	1	2	4		
102323	2023Q2	4	3	3	3	5	4	3	3	4	3	4	4	4	2	4	3	3	3	4		
102324	2023Q2	3	3	3	4	2	4	4	3	4	4	3	3	3	4	3	3	4	2	2		
102326	2023Q2	4	4	3	3	4	3	3	3	4	2	4	3	3	4	4	3	2	2	4		
102327	2023Q2	2	4	2	4	2	4	1	2	4	3	3	2	3	4	4	4	2	4	3		
102332	2023Q2	4	4	2	3	1	4	1	2	1	4	4	1	2	4	3	5	3	4	4		
102334	2023Q2	3	1	4	4	2	4	3	4	2	4	2	3	4	2	4	3	3	4	4		
102335	2023Q2	4	1	2	3	2	3	2	1	4	2	3	2	3	4	1	1	1	3	4		
102336	2023Q2	4	2	3	4	4	2	2	2	4	2	3	4	4	4	4	4	3	1	1		
102337	2023Q2	2	2	4	2	3	3	1	4	4	3	3	3	4	3	4	3	3	2	2		
102341	2023Q2	3	4	3	2	3	3	4	4	3	1	2	3	1	4	3	3	2	4	3		
102342	2023Q2	4	3	2	2	3	4	1	4	1	3	1	4	4	2	3	3	1	1	4		
102343	2023Q2	3	2	3	2	3	2	3	4	1	3	2	4	4	3	3	3	4	4	4		
102344	2023Q2	2	1	3	1	2	2	2	4	2	2	4	4	2	4	2	3	1	4	1		
102347	2023Q2	4	4	3	4	3	4	4	2	3	3	3	2	2	4	4	3	2	3	4		
102349	2023Q2	2	2	2	4	2	4	2	4	4	4	4	4	3	2	4	1	4	1	3		
102355	2023Q2	3	4	3	4	3	1	3	3	4	2	4	4	4	2	3	2	2	3	3		
102356	2023Q2	4	3	3	1	2	3	3	3	1	3	3	4	4	3	3	3	4	3	2		
102357	2023Q2	3	3	3	1	3	2	3	4	2	3	2	4	2	3	3	2	4	2	4		
102359	2023Q2	4	2	1	2	1	4	1	3	3	2	4	2	3	3	1	2	3	4	4		
102360	2023Q2	2	3	4	3	3	4	3	4	4	2	2	3	2	2	4	3	3	4	2		
102361	2023Q2	3	4	2	2	3	2	4	3	3	4	4	4	4	3	4	2	3	2	2		
102370	2023Q2	2	4	1	4	2	3	2	4	4	2	3	2	1	4	4	4	2	2	4		
102371	2023Q2	3	4	4	4	1	2	2	4	4	2	2	3	3	1	3	2	3	1	2		
102372	2023Q2	2	2	4	3	1	3	4	4	3	4	4	4	2	2	1	2	3	3	3		
102373	2023Q2	3	2	1	2	2	1	2	3	4	3	3	4	4	2	3	4	4	4	3		
102374	2023Q2	4	4	2	3	2	4	3	3	2	3	4	2	4	4	1	4	4	3	1		
102376	2023Q2	3	3	4	5	1	4	4	2	4	1	4	2	4	4	2	3	3	4	2		
102378	2023Q2	3	3	3	3	3	2	3	3	2	2	3	2	3	3	4	4	2	4	4		
102380	2023Q2	3	3	2	2	1	4	2	4	2	2	3	4	3	3	3	4	1	2	3		
102382	2023Q2	4	2	2	3	2	4	3	2	3	4	4	1	3	4	3	4	4	4	1		
102383	2023Q2	1	2	4	1	2	4	2	4	2	4	4	3	3	2	3	3	3	2	4		
102385	2023Q2	4	4	1	4	4	3	2	4	2	1	4	4	4	2	4	2	2	3	4		
102386	2023Q2	3	4	4	2	2	2	2	3	4	4	4	4	4	3	2	4	3	3	4		
102388	2023Q2	3	3	4	4	3	4	4	4	4	3	4	2	2	1	4	4	3	4	5		
102392	2023Q2	3	2	4	4	3	4	2	2	4	2	4	4	4	2	4	3	2	1	1		
102394	2023Q2	1	1	3	1	2	1	4	2	2	2	3	3	4	4	3	4	4	3	4		
102397	2023Q2	3	1	4	2	2	3	4	3	4	2	4	1	1	4	4	2	3	2	2		
102398	2023Q2	2	4	4	4	3	3	4	4	2	1	2	2	1	4	2	3	1	2	4		
102399	2023Q2	4	3	4	1	1	4	3	3	2	4	4	4	3	2	3	3	4	4	1		
102401	2023Q2	4	4	4	2	3	1	3	1	4	2	4	2	3	4	4	1	1	4	4		
102402	2023Q2	3	4	4	4	3	2	4	1	1	3	2	5	4	4	3	4	4	3	3		
102403	2023Q2	3	4	4	3	3	2	4	4	4	4	2	4	1	2	4	4	3	2	4		
102405	2023Q2	4	4	4	4	3	3	3	3	2	4	2	1	3	3	3	3	2	3	3		
102406	2023Q2	3	3	2	2	2	4	4	2	2	2	2	3	2	4	3	3	4	4	3		
102411	2023Q2	3	4	3	2	2	3	3	2	1	2	2	3	4	2	3	4	3	4	2		
102415	2023Q2	3	1	3	2	3	1	1	3	3	2	4	3	4	2	2	2	2	4	1		
102418	2023Q2	2	4	2	2	4	2	3	3	4	3	2	4	3	3	4	2	3	2	3		
102420	2023Q2	3	3	2	2	2	4	4	4	3	1	4	4	3	3	1	3	4	4	4		
102423	2023Q2	3	4	3	4	3	2	4	3	3	2	4	3	3	3	4	3	1	2	4		
102427	2023Q2	3	2	3	3	3	3	3	2	3	4	4	4	3	4	4	3	2	2	4		
102428	2023Q2	2	4	4	3	3	2	4	3	2	4	3	4	3	4	4	4	2	3	3		
102430	2023Q2	3	2	1	3	2	3	1	2	1	2	3	4	1	4	3	2	4	4	1		
102431	2023Q2	4	3	2	4	4	4	4	2	4	2	4	2	3	2	2	2	4	4	1		
102432	2023Q2	3	1	4	1	2	3	3	4	2	3	3	2	2	3	4	2	2	4	3		
102433	2023Q2	3	4	4	3	2	3	4	3	2	3	4	3	5	4	2	4	2	1	3		
102434	2023Q2	1	3	4	1	1	3	1	3	3	2	2	3	2	4	4	4	4	2	4		
102436	2023Q2	2	3	2	3	4	2	2	4	4	2	4	3	2	3	2	3	3	4	2		
102437	2023Q2	3	4	1	2	1	4	3	3	3	2	3	2	4	2	1	4	4	3	4		
102441	2023Q2	1	4	4	3	3	4	4	2	3	3	2	3	3	3	4	3	3	4	1		
102445	2023Q2	4	4	3	4	2	3	2	3	2	3	4	2	4	4	3	2	1	4	2		
102446	2023Q2	3	2	4	4	2	4	4	4	4	2	2	1	3	2	3	4	3	1	3		
102449	2023Q2	2	4	4	3	1	3	4	4	2	3	4	3	4	2	2	3	3	2	2		
102450	2023Q2	1	1	2	2	4	1	2	3	4	1	2	2	3	2	3	1	1	3	4		
102452	2023Q2	2	1	1	2	3	1	4	3	4	2	2	3	4	3	4	3	4	3	4		
102456	2023Q2	1	2	4	3	4	4	4	3	3	2	1	3	3	1	3	3	3	2	3		
102459	2023Q2	4	3	4	3	3	2	4	4	4	2	1	3	2	2	2	4	4	1	1		
102461	2023Q2	3	3	4	3	1	2	2	2	1	4	4	4	2	4	2	4	2	4	3		
102466	2023Q2	2	4	4	2	3	3	3	4	2	4	4	4	3	2	3	4	4	4	4		
102467	2023Q2	1	2	2	4	4	2	1	2	2	3	2	4	4	4	4	2	1	4	3		
102469	2023Q2	3	2	4	3	3	1	3	2	2	4	2	4	4	4	2	2	2	3	4		
102470	2023Q2	4	4	3	3	3	1	3	3	2	4	3	3	4	4	2	2	3	4	4		
102472	2023Q2	4	2	4	3	2	4	2	4	3	2	3	3	4	4	4	4	4	3	4		
102477	2023Q2	4	3	3	3	1	2	1	2	4	4	3	2	3	3	4	4	3	3	3		
102478	2023Q2	2	4	3	4	4	4	1	4	4	3	3	4	2	4	3	3	3	1	3		
102479	2023Q2	4	4	4	4	4	2	1	4	3	2	1	4	4	4	3	4	2	4	3		
102480	2023Q2	3	3	2	2	4	2	3	4	3	4	4	4	2	4	4	4	4	3	3		
102483	2023Q2	2	3	4	1	3	3	3	1	1	4	3	3	2	4	4	1	3	3	4		
102484	2023Q2	3	3	4	1	2	3	3	4	4	4	2	2	2	3	4	3	4	4	5		
102487	2023Q2	2	3	3	1	3	3	3	4	4	3	3	3	4	1	2	2	4	4	3		
102490	2023Q2	3	4	2	4	4	2	3	1	1	3	4	3	3	3	3	1	4	2	3		
102494	2023Q2	3	2	5	2	4	3	3	1	3	2	2	2	4	4	4	4	2	2	3		
102495	2023Q2	4	4	3	3	2	4	4	2	2	3	4	2	4	4	3	4	2	3	4		
102496	2023Q2	4	3	3	2	3	4	2	4	4	2	1	3	3	4	4	3	3	3	4		
102499	2023Q2	3	4	4	3	4	2	2	3	3	4	4	4	4	3	1	4	1	4	2		
102501	2023Q2	1	4	3	2	4	4	4	2	4	1	4	3	3	3	3	5	3	1	3		
102502	2023Q2	1	3	2	2	4	3	3	4	2	3	2	3	2	4	3	3	3	3	3		
102503	2023Q2	2	2	3	3	1	3	4	3	3	3	3	4	4	1	3	2	4	2	3		
102505	2023Q2	4	4	2	2	2	1	4	1	3	3	4	4	3	4	1	4	4	4	4		
102506	2023Q2	2	3	1	1	2	2	2	4	4	4	3	4	4	5	2	4	4	4	4		
102509	2023Q2	3	2	3	2	3	4	4	4	4	4	3	2	3	4	4	4	1	3	3		
102514	2023Q2	4	3	2	2	2	2	4	4	3	1	4	1	4	2	3	3	2	1	1		
102515	2023Q2	3	1	4	4	4	2	3	2	3	4	3	2	4	3	4	2	1	2	4		
102516	2023Q2	1	2	2	3	3	3	1	2	4	1	4	3	4	2	3	3	4	2	4		
102517	2023Q2	3	3	3	4	4	2	3	3	3	2	4	2	3	3	3	3	2	2	4		
102519	2023Q2	3	4	3	2	3	3	4	1	2	2	2	3	3	3	4	4	3	2	1		
102521	2023Q2	3	2	3	3	2	4	4	4	1	3	3	4	2	2	3	4	4	4	1		
102523	2023Q2	2	3	2	1	2	4	5	2	3	4	1	3	3	2	3	4	4	1	3		
102524	2023Q2	3	1	4	2	3	2	4	4	4	4	3	2	4	2	1	2	1	3	4		
102525	2023Q2	4	2	4	3	4	2	3	4	2	4	4	1	3	2	4	3	2	2	3		
102526	2023Q2	2	1	3	4	3	2	4	4	3	1	1	3	2	2	2	1	3	3	3		
102529	2023Q2	2	3	2	3	2	2	4	4	4	3	5	3	3	4	4	4	3	1	2		
102530	2023Q2	3	3	4	4	2	4	3	2	2	3	2	2	4	1	4	3	3	3	2		
102531	2023Q2	2	3	4	3	4	3	4	2	3	1	4	4	4	2	1	2	4	4	4		
102536	2023Q2	4	1	4	3	4	4	1	3	3	4	4	4	4	3	4	2	3	3	2		
102537	2023Q2	2	3	4	2	4	2	1	4	3	4	2	3	2	4	2	4	2	3	2		
102539	2023Q2	3	1	2	4	2	2	3	3	3	1	3	2	3	3	2	3	4	2	4		
102540	2023Q2	2	4	4	3	4	3	4	2	3	4	3	3	2	3	4	3	3	2	4		
102541	2023Q2	3	3	3	3	3	2	1	3	2	2	4	3	4	1	2	3	4	3	2		
102542	2023Q2	3	3	4	3	3	3	1	1	1	2	4	2	4	4	3	2	2	2	3		
102545	2023Q2	2	1	3	2	4	4	4	4	1	2	2	4	4	3	1	2	2	3	3		
102547	2023Q2	3	1	4	2	3	2	2	4	3	2	2	4	4	4	3	2	1	4	3		
102549	2023Q2	4	3	4	3	4	3	4	3	4	2	4	2	4	4	2	4	1	4	1		
102554	2023Q2	3	3	4	2	4	5	4	1	3	4	4	4	3	1	2	3	3	2	3		
102555	2023Q2	3	4	5	4	4	3	3	4	4	4	4	2	4	4	4	4	3	1	4		
102556	2023Q2	1	3	4	3	2	2	2	2	3	1	2	3	2	2	2	4	4	4	4		
102557	2023Q2	4	2	3	4	3	2	3	1	3	3	2	3	3	2	2	3	4	4	3		
102558	2023Q2	1	2	1	4	2	2	4	4	2	4	2	4	4	3	4	4	4	3	1		
102560	2023Q2	4	3	4	1	2	3	4	3	5	2	3	3	3	2	4	2	4	4	4		
102561	2023Q2	3	4	3	2	2	3	2	1	2	4	3	3	3	3	2	4	3	4	1		
102562	2023Q2	4	4	4	4	3	2	2	1	2	4	4	2	4	2	4	2	3	3	4		
102564	2023Q2	4	2	3	4	1	4	4	4	2	4	3	2	4	2	3	4	3	4	4		
102567	2023Q2	3	4	3	3	3	3	4	4	4	3	1	4	3	4	4	2	2	2	2		
102568	2023Q2	4	3	3	3	2	3	4	4	4	4	2	2	3	2	3	3	1	4	3		
102569	2023Q2	4	3	3	3	1	2	2	4	4	3	3	3	4	3	3	2	2	4	3		
102571	2023Q2	4	4	3	4	4	2	4	3	3	3	4	4	2	3	2	3	4	2	4		
102572	2023Q2	1	2	3	4	2	4	3	2	4	3	2	3	4	4	3	4	4	1	4		
102574	2023Q2	2	3	4	4	4	2	2	4	4	2	4	4	4	4	4	4	2	4	4		
102575	2023Q2	4	2	4	2	4	5	4	2	4	3	1	2	4	4	3	2	3	2	4		
102578	2023Q2	4	3	3	3	4	3	3	4	3	4	2	3	4	3	4	4	3	4	2		
102579	2023Q2	4	2	2	4	4	1	4	3	4	4	3	2	4	3	4	4	4	4	2		
102580	2023Q2	3	1	4	3	2	4	3	3	3	2	2	4	2	1	3	4	2	3	2		
102582	2023Q2	3	2	4	4	2	4	3	3	3	1	1	2	4	3	1	4	3	3	4		
102586	2023Q2	3	2	4	2	4	3	3	3	2	4	4	4	2	1	4	4	4	2	2		
102587	2023Q2	4	1	4	3	2	4	4	3	3	3	3	4	4	3	4	3	2	3	3		
102588	2023Q2	3	2	4	2	2	3	2	3	2	4	4	3	1	4	3	4	3	2	4		
102590	2023Q2	2	4	3	2	1	3	2	3	4	3	2	3	2	3	4	2	4	2	1		
102593	2023Q2	4	2	2	2	2	3	4	3	3	3	4	3	1	3	1	3	4	4	4		
102594	2023Q2	4	4	3	4	1	3	4	4	3	3	2	4	2	3	4	3	3	3	4		
102597	2023Q2	3	4	3	4	4	4	3	1	4	2	4	2	2	3	3	5	3	4	3		
102599	2023Q2	4	2	2	3	2	2	2	4	3	4	2	3	1	2	4	2	4	1	3		
102602	2023Q2	3	3	4	4	2	3	4	2	4	4	4	4	3	1	3	2	1	1	1		
102605	2023Q2	3	4	4	3	2	3	3	2	2	4	1	1	4	3	4	3	3	2	2		
102607	2023Q2	2	1	2	1	4	3	4	4	2	4	4	2	1	1	3	2	2	3	1		
102608	2023Q2	2	4	4	3	4	1	4	4	2	4	2	1	3	2	3	4	1	4	4		
102610	2023Q2	1	3	2	1	1	2	2	3	4	2	5	3	4	1	4	3	2	4	3		
102612	2023Q2	3	4	2	3	1	4	3	4	4	4	3	4	4	3	3	4	4	2	2		
102613	2023Q2	4	3	3	1	4	4	4	3	4	3	3	2	4	2	2	4	4	2	3		
102615	2023Q2	3	4	4	2	1	3	3	1	2	4	2	2	4	3	4	2	2	4	2		
102616	2023Q2	3	4	2	4	4	4	2	2	5	1	2	3	4	3	2	3	1	3	3		
102618	2023Q2	4	3	3	3	4	4	2	4	4	5	3	3	3	5	4	4	2	4	4		
102619	2023Q2	3	1	4	3	2	2	4	4	4	3	2	3	4	2	1	1	2	3	3		
102620	2023Q2	4	2	4	4	1	3	2	2	4	4	3	4	3	2	3	3	2	2	4		
102623	2023Q2	2	4	3	2	2	2	4	2	3	4	2	4	2	1	2	4	4	4	1		
102628	2023Q2	4	4	4	4	4	3	3	3	3	2	2	2	4	4	3	2	4	2	4		
102632	2023Q2	4	1	3	4	3	2	3	3	2	3	3	4	1	1	2	2	3	3	2		
102634	2023Q2	2	3	3	4	2	2	2	2	2	3	1	1	4	4	2	2	3	4	4		
102639	2023Q2	2	1	4	3	1	3	4	2	2	3	1	1	3	4	3	2	2	2	1		
102644	2023Q2	3	4	3	1	2	2	3	4	2	3	4	2	2	4	3	3	2	4	1		
102648	2023Q2	4	3	2	4	4	3	4	4	4	2	3	3	4	3	2	3	2	2	4		
102649	2023Q2	3	1	4	3	3	3	2	2	3	4	4	3	3	3	3	4	4	3	3		
102650	2023Q2	2	2	4	2	3	2	2	3	2	1	4	2	3	2	3	4	4	3	1		
102652	2023Q2	2	2	2	1	4	4	4	4	2	4	5	3	2	3	1	2	3	3	4		
102654	2023Q2	5	2	3	2	4	3	3	4	3	4	3	4	3	3	4	4	2	2	2		
102658	2023Q2	4	2	2	2	4	1	4	4	1	3	4	3	3	4	3	2	2	3	4		
102659	2023Q2	1	3	3	3	2	4	1	2	2	1	4	1	4	2	3	4	2	4	4		
102660	2023Q2	2	2	4	1	1	2	1	2	4	3	3	4	2	3	4	2	4	1	4		
102661	2023Q2	3	4	3	3	1	3	3	3	3	4	4	4	4	3	2	4	4	4	4		
102662	2023Q2	3	4	2	4	4	3	4	4	4	4	1	3	1	2	1	3	4	4	4		
102664	2023Q2	4	2	2	3	3	4	1	4	4	4	4	1	2	4	2	3	2	3	1		
102665	2023Q2	4	3	3	4	3	4	3	4	2	4	1	4	4	3	4	4	2	4	1		
102668	2023Q2	3	3	2	3	2	3	3	4	3	3	2	4	4	3	2	2	3	2	3		
102669	2023Q2	3	1	2	2	3	1	2	4	4	3	3	3	1	4	1	4	4	4	4		
102670	2023Q2	2	4	2	3	4	1	3	2	4	3	4	3	3	1	2	3	4	2	4		
102673	2023Q2	2	3	2	3	4	3	2	4	4	1	4	3	2	3	4	3	2	2	4		
102675	2023Q2	3	1	4	4	2	2	3	4	4	4	3	2	4	1	3	2	2	2	3		
102676	2023Q2	2	3	4	3	3	2	4	4	4	3	4	2	3	3	1	3	2	1	4		
102677	2023Q2	1	4	4	3	3	3	3	2	2	3	2	1	4	3	1	2	3	3	4		
102680	2023Q2	2	2	4	4	3	1	2	4	4	4	2	2	2	2	4	2	4	4	2		
102681	2023Q2	3	4	3	4	3	4	1	4	3	1	1	4	3	3	1	4	2	3	1		
102683	2023Q2	2	2	4	2	3	3	2	4	2	4	3	4	4	4	3	3	3	4	1		
102684	2023Q2	2	3	4	3	4	4	4	4	2	1	3	2	2	3	3	2	3	3	2		
102685	2023Q2	4	3	4	4	4	3	2	2	3	4	2	4	4	4	3	5	3	2	3		
102686	2023Q2	4	3	2	2	3	3	4	3	3	4	4	4	3	3	2	2	4	2	4		
102687	2023Q2	3	4	3	4	1	3	2	3	4	3	4	4	3	4	3	4	1	3	3		
102688	2023Q2	4	4	4	2	2	1	4	4	3	4	2	2	4	2	4	3	4	4	2		
102689	2023Q2	3	4	2	4	4	2	3	2	3	2	4	2	3	2	4	3	4	4	4		
102690	2023Q2	2	4	4	4	3	4	3	4	4	4	2	3	2	4	4	2	3	2	4		
102691	2023Q2	4	2	3	4	2	3	3	4	1	3	2	3	2	3	2	4	4	3	4		
102694	2023Q2	2	4	4	4	2	3	2	3	3	4	3	1	4	3	3	2	3	4	4		
102696	2023Q2	2	4	4	4	4	4	3	4	4	2	3	2	4	2	2	2	1	1	3		
102698	2023Q2	4	3	4	2	3	3	2	3	3	4	1	3	1	3	3	3	3	4	4		
102701	2023Q2	4	2	4	1	1	2	3	2	3	3	2	2	1	1	3	1	3	2	1		
102702	2023Q2	3	4	3	4	3	3	2	2	3	1	4	4	2	1	1	4	3	4	4		
102704	2023Q2	3	1	5	2	1	4	3	3	2	2	1	2	1	4	4	2	1	3	3		
102705	2023Q2	1	1	4	1	3	3	3	3	1	4	4	4	4	3	3	4	3	3	3		
102706	2023Q2	4	4	5	2	3	3	3	4	3	3	3	4	2	4	3	4	2	2	4		
102707	2023Q2	4	4	2	4	4	2	4	1	2	2	4	4	4	2	2	1	5	4	1		
102710	2023Q2	4	4	2	3	1	4	2	4	4	3	4	1	4	2	3	1	5	1	2		
102711	2023Q2	4	4	2	3	3	3	3	3	3	4	4	2	4	4	4	1	2	1	3		
102712	2023Q2	2	4	2	4	4	3	1	2	1	3	2	4	4	3	2	5	4	1	1		
102713	2023Q2	4	2	1	3	2	2	4	4	1	4	2	4	4	1	4	1	2	2	1		
102715	2023Q2	2	1	4	4	4	4	1	4	2	3	3	2	4	4	4	1	4	4	3		
102717	2023Q2	4	4	3	4	2	3	4	2	3	3	3	4	4	3	4	4	2	3	3		
102718	2023Q2	3	2	2	4	3	4	4	4	3	2	2	4	2	4	1	1	3	4	3		
102719	2023Q2	4	4	4	2	4	4	4	4	4	3	2	3	4	2	3	4	3	4	3		
102720	2023Q2	3	4	2	1	3	4	5	1	4	4	4	3	1	4	4	4	2	2	3		
102721	2023Q2	3	3	3	1	2	2	2	3	4	4	2	4	4	2	2	3	3	2	4		
102722	2023Q2	2	4	1	4	2	3	3	3	4	4	3	2	3	3	3	3	1	4	3		
102723	2023Q2	4	3	3	4	1	3	3	2	4	2	3	2	2	2	3	4	3	2	4		
102725	2023Q2	2	4	1	3	3	2	3	4	3	2	3	4	4	2	2	4	4	4	2		
102726	2023Q2	3	3	2	4	2	4	3	4	1	2	3	2	3	1	2	4	5	4	3		
102728	2023Q2	4	4	1	3	4	4	2	3	4	4	2	1	3	2	4	2	3	5	4		
102730	2023Q2	2	2	4	4	3	4	4	1	1	4	4	2	1	4	3	2	3	2	4		
102731	2023Q2	1	1	2	4	4	3	2	3	2	1	1	5	1	4	4	4	3	3	3		
102732	2023Q2	1	4	2	2	3	2	4	2	4	4	1	4	2	3	3	3	3	3	3		
102734	2023Q2	4	2	4	2	2	2	2	3	4	1	4	1	3	4	4	1	3	2	1		
102735	2023Q2	3	3	4	2	3	2	2	3	4	4	3	1	3	4	3	2	4	4	3		
102736	2023Q2	3	4	1	1	2	3	4	3	4	3	3	2	2	1	3	3	4	2	3		
102738	2023Q2	4	2	4	4	2	4	2	2	3	3	4	3	3	1	4	3	4	4	2		
102739	2023Q2	1	2	4	4	4	2	3	3	4	4	2	3	1	3	4	4	2	2	3		
102741	2023Q2	2	1	2	3	1	4	2	3	2	4	2	2	4	4	1	1	1	4	3		
102743	2023Q2	2	3	3	4	4	3	2	2	2	1	1	4	3	2	1	3	2	1	4		
102744	2023Q2	3	4	3	4	3	3	2	3	3	2	2	2	1	2	3	3	1	2	1		
102746	2023Q2	1	4	4	4	2	3	2	4	3	2	3	4	4	3	3	1	1	4	3		
102747	2023Q2	1	2	4	4	4	4	4	3	3	3	2	1	3	4	2	2	3	4	3		
102748	2023Q2	1	4	4	3	2	3	4	1	4	1	4	3	2	4	3	1	1	3	3		
102749	2023Q2	2	4	3	4	4	2	1	2	2	2	4	3	4	1	2	2	2	4	2		
102750	2023Q2	3	1	4	2	1	4	3	3	2	2	4	2	3	3	2	4	5	4	3		
102751	2023Q2	4	4	4	4	3	2	4	3	4	4	4	3	2	2	1	1	1	3	3		
102752	2023Q2	3	4	2	3	1	4	1	1	3	2	3	4	4	3	3	3	4	4	3		
102753	2023Q2	3	4	4	3	2	4	1	2	2	4	2	1	2	3	4	4	2	3	4		
102756	2023Q2	2	4	3	4	4	3	4	4	3	3	2	4	4	3	4	3	3	3	3		
102758	2023Q2	3	4	2	4	2	1	2	4	3	3	2	4	4	3	4	2	1	3	3		
102759	2023Q2	4	2	4	4	4	1	2	4	1	3	1	3	3	4	3	4	4	3	4		
102760	2023Q2	1	3	1	4	4	1	3	4	3	2	2	1	2	3	1	4	3	4	3		
102761	2023Q2	2	2	2	2	3	3	4	4	3	3	2	2	4	2	2	4	2	4	4		
102762	2023Q2	4	4	3	2	3	3	4	4	3	3	2	3	2	2	2	4	4	1	4		
102764	2023Q2	1	3	4	4	4	2	3	4	2	3	4	4	3	4	3	2	2	2	4		
102765	2023Q2	3	4	2	2	2	1	3	3	4	4	4	3	2	4	1	2	3	1	4		
102767	2023Q2	3	3	3	3	3	1	3	1	1	4	1	2	2	4	2	2	4	3	3		
102769	2023Q2	2	3	3	2	2	4	2	3	4	1	2	4	4	5	1	3	4	3	2		
